age,marital,education,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
36,divorced,university.degree,yes,no,cellular,280,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
31,single,university.degree,no,no,cellular,559,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
46,married,university.degree,no,no,telephone,60,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
43,married,basic.4y,yes,no,cellular,493,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
35,married,high.school,yes,no,telephone,43,1,999,2,failure,-1.8,93.876,-40,0.699,5008.7,0
39,married,high.school,no,no,cellular,1063,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1
37,married,basic.9y,yes,no,cellular,271,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
33,married,basic.6y,no,no,telephone,648,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
27,married,basic.9y,yes,no,telephone,72,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
36,married,professional.course,no,no,cellular,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
29,married,basic.9y,yes,no,cellular,336,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
43,divorced,professional.course,yes,no,telephone,201,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
35,single,university.degree,no,no,cellular,898,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,1
65,married,professional.course,yes,no,cellular,170,2,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,0
28,married,high.school,no,no,telephone,659,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1
47,divorced,high.school,yes,no,telephone,289,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
39,married,basic.9y,yes,no,cellular,266,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
33,married,high.school,no,no,cellular,168,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
27,single,university.degree,yes,no,telephone,304,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
32,married,high.school,yes,no,telephone,432,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
20,single,high.school,yes,no,cellular,162,4,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0
57,married,basic.6y,no,no,cellular,433,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
45,married,university.degree,yes,no,cellular,239,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
34,married,university.degree,yes,no,cellular,250,1,10,2,failure,-1.7,94.027,-38.3,0.9,4991.6,1
50,married,basic.4y,yes,no,telephone,91,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
40,married,basic.6y,yes,no,cellular,123,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
41,married,basic.4y,yes,no,cellular,95,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0
57,married,professional.course,no,no,cellular,168,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
37,divorced,high.school,yes,no,cellular,276,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
35,married,professional.course,yes,no,telephone,181,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
43,single,professional.course,yes,yes,telephone,94,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
53,divorced,professional.course,yes,yes,cellular,639,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
43,married,professional.course,no,no,cellular,161,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
33,married,high.school,no,no,cellular,87,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
25,single,basic.9y,yes,no,cellular,73,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
43,married,basic.9y,no,no,cellular,96,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
47,married,basic.6y,no,yes,telephone,191,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
48,divorced,basic.9y,no,no,cellular,1424,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
45,married,university.degree,yes,no,telephone,363,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
27,single,university.degree,yes,no,cellular,297,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
47,married,basic.9y,no,no,cellular,80,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
49,married,high.school,no,no,cellular,222,4,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
47,married,university.degree,yes,yes,cellular,67,5,999,0,nonexistent,-3,92.713,-33,0.717,5023.5,0
54,divorced,basic.4y,yes,yes,cellular,80,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
31,single,university.degree,no,yes,cellular,126,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
53,married,professional.course,yes,no,cellular,57,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
35,married,professional.course,yes,no,cellular,157,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
39,married,high.school,yes,no,cellular,214,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
35,married,professional.course,no,no,telephone,274,8,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
40,divorced,university.degree,no,no,cellular,143,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1
41,married,professional.course,yes,no,telephone,47,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
40,married,university.degree,yes,no,cellular,374,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
35,married,basic.9y,no,no,telephone,241,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
32,married,professional.course,no,no,cellular,153,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
41,married,university.degree,yes,no,telephone,288,3,999,2,failure,-1.8,92.893,-46.2,1.313,5099.1,0
59,married,university.degree,yes,no,cellular,383,2,999,2,failure,-1.1,94.601,-49.5,0.977,4963.6,1
41,married,basic.4y,no,yes,cellular,767,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1
36,married,university.degree,yes,yes,cellular,96,1,999,1,failure,-2.9,92.201,-31.4,0.849,5076.2,0
47,married,basic.4y,no,no,telephone,463,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
32,single,basic.4y,no,no,cellular,113,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
33,married,high.school,no,no,telephone,131,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
44,married,university.degree,yes,no,cellular,570,4,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
41,married,basic.4y,yes,yes,cellular,174,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
38,married,basic.9y,unknown,unknown,telephone,114,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
39,divorced,university.degree,yes,no,cellular,130,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
33,married,university.degree,no,no,cellular,120,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
31,divorced,high.school,yes,no,cellular,138,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
29,married,university.degree,no,no,cellular,12,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
38,married,professional.course,yes,yes,telephone,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
54,married,basic.4y,no,no,telephone,166,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
59,married,unknown,no,no,cellular,69,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
41,divorced,high.school,no,no,telephone,163,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
58,married,basic.9y,no,no,cellular,498,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
29,single,university.degree,no,no,telephone,171,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
46,divorced,professional.course,yes,no,telephone,292,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
51,married,university.degree,yes,no,cellular,96,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
39,married,basic.4y,no,no,telephone,70,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
45,married,university.degree,yes,no,telephone,58,3,999,0,nonexistent,-2.9,92.469,-33.6,0.969,5076.2,0
40,married,basic.9y,no,no,cellular,228,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
41,divorced,high.school,no,yes,telephone,516,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
31,single,university.degree,yes,no,cellular,166,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
53,single,basic.9y,yes,no,telephone,91,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
24,single,unknown,yes,no,cellular,558,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
47,married,basic.6y,yes,no,cellular,207,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
30,single,university.degree,yes,no,cellular,224,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0
44,married,basic.9y,no,no,telephone,98,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
34,married,basic.9y,yes,no,telephone,363,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
21,single,unknown,yes,yes,cellular,173,11,9,2,failure,-1.7,94.215,-40.3,0.81,4991.6,0
25,married,university.degree,yes,no,cellular,277,1,999,0,nonexistent,-1.8,92.843,-50,1.531,5099.1,0
35,married,professional.course,no,no,telephone,200,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
55,married,professional.course,yes,no,cellular,182,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0
30,single,university.degree,no,no,cellular,188,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0
47,married,basic.9y,yes,yes,cellular,390,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
49,single,high.school,yes,no,telephone,144,1,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,0
50,married,university.degree,yes,yes,cellular,63,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
44,married,university.degree,yes,no,cellular,397,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,1
33,married,university.degree,yes,yes,cellular,259,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
60,married,basic.4y,no,no,cellular,270,4,6,4,failure,-1.7,94.027,-38.3,0.905,4991.6,0
26,single,university.degree,no,no,cellular,528,3,999,0,nonexistent,-1.1,94.767,-50.8,1.04,4963.6,1
42,married,basic.6y,no,no,cellular,304,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
29,single,university.degree,no,no,cellular,442,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
50,married,university.degree,no,no,cellular,289,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
29,single,high.school,yes,yes,cellular,150,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
31,single,university.degree,yes,no,cellular,633,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
50,married,basic.9y,yes,no,telephone,135,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
35,divorced,professional.course,no,no,telephone,120,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
36,divorced,high.school,no,no,cellular,96,2,999,1,failure,-1.8,93.369,-34.8,0.639,5008.7,0
38,married,unknown,yes,no,telephone,42,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
34,single,high.school,yes,no,telephone,161,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
35,married,university.degree,yes,no,telephone,343,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
37,married,university.degree,yes,no,telephone,30,1,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,0
39,married,professional.course,yes,yes,cellular,525,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1
57,married,university.degree,no,yes,cellular,131,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
51,divorced,basic.9y,no,no,cellular,293,7,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
43,married,basic.9y,no,no,telephone,173,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
41,married,basic.4y,unknown,unknown,cellular,124,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
39,married,university.degree,yes,no,cellular,161,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
29,single,university.degree,yes,no,cellular,520,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1
31,single,university.degree,yes,no,cellular,8,4,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
47,divorced,high.school,no,no,cellular,42,24,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
57,married,basic.4y,no,no,cellular,243,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
30,married,university.degree,no,no,telephone,542,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,single,basic.9y,yes,yes,cellular,1081,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1
43,married,basic.4y,no,no,telephone,92,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
45,married,basic.4y,unknown,unknown,cellular,121,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
42,married,university.degree,yes,no,cellular,715,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
28,single,high.school,no,no,cellular,139,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
50,single,basic.4y,no,no,telephone,152,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
44,single,professional.course,yes,no,cellular,90,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
50,married,basic.4y,yes,yes,telephone,144,15,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
51,single,university.degree,no,no,cellular,657,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1
33,married,basic.9y,no,yes,telephone,9,1,999,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,0
33,married,high.school,yes,no,telephone,124,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
33,divorced,university.degree,no,no,telephone,352,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
40,divorced,basic.6y,no,yes,telephone,170,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
38,married,university.degree,no,no,cellular,177,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
31,married,basic.4y,no,no,telephone,327,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
44,divorced,high.school,no,no,telephone,470,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
47,single,basic.9y,no,no,cellular,253,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
55,married,university.degree,no,yes,cellular,296,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
37,married,high.school,no,no,telephone,155,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
45,married,basic.9y,no,yes,telephone,46,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
44,single,university.degree,no,no,telephone,215,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
34,married,basic.9y,yes,no,telephone,243,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
58,married,basic.9y,yes,no,cellular,324,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1
28,single,basic.9y,yes,yes,telephone,68,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
37,married,basic.4y,yes,no,telephone,1125,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,1
47,married,university.degree,yes,no,cellular,182,2,999,6,failure,-1.7,94.027,-38.3,0.904,4991.6,0
29,married,basic.9y,no,no,cellular,111,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
24,single,university.degree,yes,no,cellular,145,2,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,1
31,single,basic.9y,no,no,telephone,1248,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1
28,single,high.school,no,no,telephone,958,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,1
26,single,high.school,yes,no,cellular,223,3,999,1,failure,-1.8,92.893,-46.2,1.27,5099.1,1
56,married,high.school,yes,no,cellular,578,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
26,single,high.school,yes,no,cellular,394,3,14,1,success,-1.1,94.601,-49.5,1.029,4963.6,1
38,single,unknown,no,no,cellular,936,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
29,single,university.degree,no,no,cellular,85,1,999,2,failure,-1.8,93.876,-40,0.668,5008.7,0
42,married,university.degree,yes,no,telephone,712,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
32,married,university.degree,yes,yes,cellular,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
40,married,high.school,no,no,cellular,477,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,1
26,single,university.degree,no,yes,cellular,115,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
31,married,high.school,yes,no,cellular,244,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
34,single,high.school,yes,no,cellular,56,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
27,divorced,unknown,no,no,cellular,184,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
37,married,basic.6y,yes,yes,cellular,756,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
29,single,university.degree,yes,no,telephone,73,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
28,single,high.school,no,no,cellular,194,3,999,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,0
54,married,university.degree,yes,no,cellular,375,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
48,married,high.school,yes,no,cellular,903,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
52,married,high.school,yes,yes,cellular,263,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
44,married,university.degree,no,no,cellular,311,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
37,single,university.degree,no,yes,cellular,89,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
45,divorced,university.degree,no,no,telephone,834,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
28,married,basic.4y,yes,no,cellular,6,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
37,married,high.school,yes,no,cellular,633,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1
58,married,basic.9y,no,no,cellular,54,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
35,married,high.school,yes,no,cellular,226,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1
47,married,basic.9y,no,no,telephone,285,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
55,married,professional.course,no,no,cellular,113,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
53,married,basic.4y,yes,no,telephone,339,10,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
48,married,professional.course,no,no,cellular,10,6,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
41,married,university.degree,yes,no,cellular,19,9,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
38,single,professional.course,yes,no,telephone,121,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
44,married,university.degree,no,no,cellular,1206,1,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,0
53,married,high.school,no,no,telephone,15,13,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
26,single,university.degree,no,yes,cellular,551,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
31,married,professional.course,no,no,cellular,107,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
30,married,university.degree,yes,yes,cellular,141,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
29,single,university.degree,no,yes,cellular,146,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
60,married,basic.4y,yes,no,cellular,18,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
43,married,professional.course,yes,no,cellular,648,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
41,single,unknown,yes,yes,telephone,66,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
40,married,basic.9y,yes,no,cellular,55,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
30,married,professional.course,no,no,cellular,66,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
32,married,high.school,yes,no,telephone,107,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
33,single,basic.9y,no,yes,telephone,418,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
39,divorced,basic.6y,yes,yes,telephone,32,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
31,single,high.school,no,no,cellular,89,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
54,divorced,university.degree,yes,no,telephone,843,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
39,divorced,university.degree,yes,no,telephone,205,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
36,divorced,professional.course,yes,no,cellular,106,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
60,married,professional.course,yes,no,cellular,74,1,999,0,nonexistent,-1.8,92.843,-50,1.663,5099.1,0
29,single,university.degree,yes,no,cellular,307,1,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,0
43,married,basic.9y,yes,no,telephone,305,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
54,divorced,university.degree,yes,no,cellular,57,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
41,married,unknown,no,no,telephone,345,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
48,married,professional.course,yes,yes,cellular,122,3,999,0,nonexistent,-3,92.713,-33,0.715,5023.5,0
58,married,university.degree,yes,no,cellular,72,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
49,single,high.school,yes,no,cellular,72,6,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
57,married,professional.course,yes,no,cellular,195,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
43,married,high.school,yes,no,cellular,128,22,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
35,married,high.school,yes,yes,cellular,126,1,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,0
41,married,university.degree,no,no,cellular,182,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
26,married,professional.course,unknown,unknown,telephone,11,1,999,0,nonexistent,-1.7,94.027,-38.3,0.889,4991.6,0
55,married,high.school,no,yes,cellular,71,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
42,married,basic.6y,no,no,telephone,155,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
